Player,Salary,Season
Luther Head,975600,2005-06
Tony Allen,969696,2005-06
Carlos Delfino,969696,2005-06
Ndudi Ebi,964320,2005-06
Darrick Martin,946646,2005-06
Kevin Martin,937440,2005-06
Johan Petro,936600,2005-06
Kendrick Perkins,936480,2005-06
Leandro Barbosa,930600,2005-06
Josh Howard,923880,2005-06
Sasha Vujacic,910440,2005-06
Jason Maxiell,905640,2005-06
Beno Udrih,904800,2005-06
Ryan Bowen,900498,2005-06
Anthony Carter,900498,2005-06
Maciej Lampe,900000,2005-06
David Harrison,898200,2005-06
Jannero Pargo,895248,2005-06
Ronald Murray,895248,2005-06
Didier Ilunga-Mbenga,880000,2005-06
Linas Kleiza,879360,2005-06
Keith Bogans,869373,2005-06
Wayne Simien,867720,2005-06
Anderson Varejao,866800,2005-06
David Lee,861360,2005-06
DerMarr Johnson,835810,2005-06
Terence Morris,835810,2005-06
Lee Nailon,835810,2005-06
Eddie House,835810,2005-06
Sean Marks,835810,2005-06
Eddie Gill,819551,2005-06
Michael Bradley,819550,2005-06
Loren Woods,780000,2005-06
Charles Smith,771123,2005-06
Adrian Griffin,768718,2005-06
Pat Burke,750000,2005-06
Mike Wilks,745248,2005-06
Lonny Baxter,745248,2005-06
Laron Profit,745248,2005-06
Smush Parker,745248,2005-06
Nikoloz Tskitishvili,745248,2005-06
Linton Johnson,719373,2005-06
Francisco Elson,719373,2005-06
Richie Frahm,719373,2005-06
Ronald Dupree,719373,2005-06
Jamal Sampson,719373,2005-06
Quinton Ross,700000,2005-06
Matt Barnes,683862,2005-06
Jackson Vroman,682051,2005-06
Trevor Ariza,682051,2005-06
Romain Sato,682051,2005-06
Lionel Chalmers,682050,2005-06
Mario Kasun,682050,2005-06
Salim Stoudamire,675000,2005-06
Peter John Ramos,660000,2005-06
Donta Smith,641748,2005-06
Royal Ivey,641748,2005-06
Justin Reed,641748,2005-06
Bernard Robinson,641748,2005-06
Antonio Burks,641748,2005-06
Andre Emmett,641748,2005-06
Charlie Bell,641748,2005-06
Ha Seung-Jin,641748,2005-06
Pape Sow,641748,2005-06
Awvee Storey,641748,2005-06
James Singleton,625000,2005-06
Qyntel Woods,599834,2005-06
Daniel Ewing,450000,2005-06
Louis Williams,450000,2005-06
Monta Ellis,448762,2005-06
Ryan Gomes,428762,2005-06
Chris Taft,423762,2005-06
Esteban Batista,398762,2005-06
Orien Greene,398762,2005-06
Alan Anderson,398762,2005-06
Kevin Burleson,398762,2005-06
Eddie Basden,398762,2005-06
Martynas Andriuskevicius,398762,2005-06
Josh Powell,398762,2005-06
Rawle Marshall,398762,2005-06
Alex Acker,398762,2005-06
Amir Johnson,398762,2005-06
Boniface N'Dong,398762,2005-06
Von Wafer,398762,2005-06
Devin Green,398762,2005-06
Anthony Roberson,398762,2005-06
Lawrence Roberts,398762,2005-06
Earl Barron,398762,2005-06
Ersan Ilyasova,398762,2005-06
Bracey Wright,398762,2005-06
Dwayne Jones,398762,2005-06
Brandon Bass,398762,2005-06
Jackie Butler,398762,2005-06
Travis Diener,398762,2005-06
Shavlik Randolph,398762,2005-06
Dijon Thompson,398762,2005-06
Ronnie Price,398762,2005-06
CJ Miles,398762,2005-06
Robert Whaley,398762,2005-06
Andre Owens,398762,2005-06
Andray Blatche,398762,2005-06
Donell Taylor,398762,2005-06
Samaki Walker,364223,2005-06
Gerald Fitch,359858,2005-06
Zendon Hamilton,329138,2005-06
Mateen Cleaves,305784,2005-06
John Thomas,282118,2005-06
Jared Reiner,242612,2005-06
Josh Davis,193003,2005-06
Dion Glover,163085,2005-06
Aaron Miles,155614,2005-06
Sean Banks,150751,2005-06
James Thomas,148698,2005-06
Sharrod Ford,116711,2005-06
Deng Gai,92396,2005-06
Anthony Goldwire,74652,2005-06
Randy Holcomb,52033,2005-06
Stephen Graham,48630,2005-06
Matt Walsh,38904,2005-06
Ben Handlogten,35091,2005-06
John Lucas,34041,2005-06
Kaniel Dickens,31305,2005-06
Alex Scales,24315,2005-06
Melvin Sanders,24315,2005-06
Shaquille O'Neal,27696430,2004-05
Dikembe Mutombo,19485719,2004-05
Allan Houston,17531250,2004-05
Chris Webber,17531250,2004-05
Kevin Garnett,16000000,2004-05
Jason Kidd,14796000,2004-05
Jermaine O'Neal,14796000,2004-05
Antoine Walker,14625000,2004-05
Zydrunas Ilgauskas,14625000,2004-05
Latrell Sprewell,14625000,2004-05
Anfernee Hardaway,14625000,2004-05
Stephon Marbury,14625000,2004-05
Ray Allen,14625000,2004-05
Allen Iverson,14625000,2004-05
Shareef Abdur-Rahim,14625000,2004-05
Michael Finley,14609375,2004-05
Tracy McGrady,14487000,2004-05
Keith Van Horn,14487000,2004-05
Grant Hill,14487000,2004-05
Jalen Rose,14487000,2004-05
Tim Duncan,14260641,2004-05
Kobe Bryant,14175000,2004-05
Eddie Jones,13455000,2004-05
Brian Grant,13233434,2004-05
Antonio Davis,12925000,2004-05
Tim Thomas,12900000,2004-05
Paul Pierce,12584688,2004-05
Vince Carter,12584688,2004-05
Dirk Nowitzki,12584688,2004-05
Antawn Jamison,12584688,2004-05
Damon Stoudamire,12500000,2004-05
Baron Davis,12330000,2004-05
Steve Francis,12330000,2004-05
Shawn Marion,12330000,2004-05
Glenn Robinson,12071250,2004-05
Elton Brand,12056000,2004-05
Nick Van Exel,11933252,2004-05
Carlos Boozer,10967500,2004-05
Theo Ratliff,10937500,2004-05
Lamar Odom,10548596,2004-05
Mike Bibby,10500000,2004-05
Dale Davis,10068750,2004-05
Rasheed Wallace,9720000,2004-05
Raef LaFrentz,9714538,2004-05
Kerry Kittles,9566667,2004-05
Kenyon Martin,9454546,2004-05
Gilbert Arenas,9389600,2004-05
Jamal Mashburn,9300000,2004-05
Wally Szczerbiak,9000000,2004-05
Vin Baker,8833333,2004-05
Steve Nash,8750000,2004-05
Jamaal Magloire,8533333,2004-05
Marcus Camby,8500000,2004-05
Maurice Taylor,8450000,2004-05
Derek Anderson,8443500,2004-05
Alan Henderson,8273125,2004-05
Austin Croshere,8260000,2004-05
Shandon Anderson,8173699,2004-05
PJ Brown,8000000,2004-05
Kelvin Cato,7992000,2004-05
Brad Miller,7875000,2004-05
Richard Hamilton,7812500,2004-05
Rashard Lewis,7792208,2004-05
Erick Dampier,7700000,2004-05
Bonzi Wells,7700000,2004-05
Bo Outlaw,7632904,2004-05
Doug Christie,7550000,2004-05
Jason Terry,7500000,2004-05
Mehmet Okur,7500000,2004-05
Jerry Stackhouse,7437500,2004-05
Andre Miller,7366667,2004-05
Lorenzen Wright,7150000,2004-05
Ben Wallace,7000000,2004-05
Corey Maggette,7000000,2004-05
Jason Williams,6875000,2004-05
Predrag Stojakovic,6875000,2004-05
Tariq Abdul-Wahad,6750000,2004-05
Darius Miles,6750000,2004-05
Manu Ginobili,6603500,2004-05
Christian Laettner,6600000,2004-05
Desmond Mason,6529630,2004-05
Jonathan Bender,6525000,2004-05
Adonal Foyle,6500000,2004-05
Al Harrington,6325000,2004-05
Howard Eisley,6301923,2004-05
Sam Cassell,6250000,2004-05
Vitaly Potapenko,6191250,2004-05
Jerome Williams,6187500,2004-05
Jahidi White,6166466,2004-05
Radoslav Nesterovic,6160000,2004-05
Metta World Peace,6157895,2004-05
Mike Miller,6000000,2004-05
Kenny Thomas,6000000,2004-05
Stromile Swift,5993105,2004-05
Calvin Booth,5900700,2004-05
Clarence Weatherspoon,5899400,2004-05
Joe Smith,5899400,2004-05
Todd MacCulloch,5899400,2004-05
Ruben Patterson,5899400,2004-05
Kurt Thomas,5884500,2004-05
Cuttino Mobley,5884500,2004-05
Alvin Williams,5850000,2004-05
Danny Fortson,5818136,2004-05
Quentin Richardson,5800000,2004-05
Scot Pollard,5792250,2004-05
Jamal Crawford,5760000,2004-05
Reggie Miller,5500000,2004-05
Aaron McKie,5500000,2004-05
Corliss Williamson,5500000,2004-05
Malik Rose,5462500,2004-05
Ricky Davis,5455200,2004-05
Chauncey Billups,5455200,2004-05
Jerome James,5455200,2004-05
Larry Hughes,5455200,2004-05
Gary Payton,5408700,2004-05
Scottie Pippen,5408700,2004-05
Juwan Howard,5408700,2004-05
James Posey,5408700,2004-05
Michael Olowokandi,5408700,2004-05
Alonzo Mourning,5408700,2004-05
Kwame Brown,5361873,2004-05
Clifford Robinson,5287500,2004-05
Nazr Mohammed,5250000,2004-05
Stephen Jackson,5100000,2004-05
Eddie Robinson,5055556,2004-05
Donyell Marshall,5023850,2004-05
Mark Blount,4903000,2004-05
Marquis Daniels,4903000,2004-05
Antonio McDyess,4903000,2004-05
Derek Fisher,4903000,2004-05
Vlade Divac,4903000,2004-05
Brian Cardinal,4903000,2004-05
Troy Hudson,4903000,2004-05
Hidayet Turkoglu,4903000,2004-05
Etan Thomas,4903000,2004-05
Eric Snow,4875000,2004-05
Lamond Murray,4875000,2004-05
Ervin Johnson,4837633,2004-05
Tyson Chandler,4801102,2004-05
Michael Stewart,4800000,2004-05
Rick Fox,4800000,2004-05
Tony Battie,4800000,2004-05
Anthony Mason,4710435,2004-05
Matt Harpring,4690000,2004-05
Devean George,4546000,2004-05
Derrick Coleman,4500000,2004-05
Jeff Foster,4500000,2004-05
Brian Skinner,4500000,2004-05
David Wesley,4455000,2004-05
Yao Ming,4436880,2004-05
Elden Campbell,4400000,2004-05
Morris Peterson,4400000,2004-05
Trenton Hassell,4350000,2004-05
LeBron James,4320360,2004-05
Pau Gasol,4318481,2004-05
Brent Barry,4264900,2004-05
Marc Jackson,4225000,2004-05
Chucky Atkins,4200000,2004-05
Dwight Howard,4179720,2004-05
Jason Caffey,4148148,2004-05
Shawn Bradley,4000000,2004-05
Greg Ostertag,4000000,2004-05
Carlos Arroyo,4000000,2004-05
Gordan Giricek,4000000,2004-05
Eddy Curry,3896402,2004-05
Darko Milicic,3865440,2004-05
Moochie Norris,3850000,2004-05
Eduardo Najera,3809524,2004-05
Aaron Williams,3790257,2004-05
Emeka Okafor,3739680,2004-05
Jeff McInnis,3600000,2004-05
Eric Williams,3580000,2004-05
Mike Dunleavy,3565080,2004-05
Jason Richardson,3534018,2004-05
Rafer Alston,3500000,2004-05
Carmelo Anthony,3471360,2004-05
Evan Eschmeyer,3407655,2004-05
Chris Mihm,3371393,2004-05
Ben Gordon,3358320,2004-05
Speedy Claxton,3300000,2004-05
Chris Crawford,3250000,2004-05
Voshon Lenard,3250000,2004-05
Matt Maloney,3237500,2004-05
Drew Gooden,3214080,2004-05
Shane Battier,3212402,2004-05
Bob Sura,3200000,2004-05
Othella Harrington,3150000,2004-05
Bobby Jackson,3150000,2004-05
Chris Bosh,3129720,2004-05
Mike James,3100000,2004-05
Shaun Livingston,3027840,2004-05
Stanislav Medvedenko,3000000,2004-05
Michael Redd,3000000,2004-05
Toni Kukoc,3000000,2004-05
George Lynch,3000000,2004-05
Arvydas Sabonis,3000000,2004-05
Bruce Bowen,3000000,2004-05
Pat Garrity,2937500,2004-05
Nikoloz Tskitishvili,2910600,2004-05
Iakovos Tsakalidis,2900000,2004-05
Dwyane Wade,2834160,2004-05
Eric Piatkowski,2750000,2004-05
Devin Harris,2741880,2004-05
Ira Newble,2704350,2004-05
Kevin Ollie,2704350,2004-05
Tony Delk,2700000,2004-05
Tom Gugliotta,2700000,2004-05
Rodney Rogers,2700000,2004-05
DeSagana Diop,2695164,2004-05
Greg Buckner,2647824,2004-05
Dajuan Wagner,2643600,2004-05
Chris Kaman,2574240,2004-05
Predrag Drobnjak,2550000,2004-05
Andres Nocioni,2525000,2004-05
Damon Jones,2503000,2004-05
Lucious Harris,2500000,2004-05
Earl Boykins,2500000,2004-05
Zeljko Rebraca,2500000,2004-05
Andrew DeClercq,2500000,2004-05
DeShawn Stevenson,2500000,2004-05
Josh Childress,2490360,2004-05
Jim Jackson,2420000,2004-05
Michael Doleac,2400000,2004-05
Joe Johnson,2358954,2004-05
Kirk Hinrich,2349840,2004-05
Kedrick Brown,2332388,2004-05
Vladimir Radmanovic,2300984,2004-05
Darrell Armstrong,2275000,2004-05
Luol Deng,2273400,2004-05
Richard Jefferson,2266794,2004-05
Nenê,2260280,2004-05
Troy Murphy,2231808,2004-05
Chris Wilcox,2210880,2004-05
Anthony Johnson,2200000,2004-05
Antonio Daniels,2200000,2004-05
TJ Ford,2152800,2004-05
Marko Jaric,2100000,2004-05
Rafael Araujo,2082720,2004-05
Amare Stoudemire,2032200,2004-05
Mike Sweetney,1978920,2004-05
Marcus Haislip,1976380,2004-05
Nick Collison,1969680,2004-05
Malik Allen,1950625,2004-05
Caron Butler,1930680,2004-05
Andre Iguodala,1914480,2004-05
Jason Collins,1887864,2004-05
Jarvis Hayes,1879920,2004-05
Jared Jeffries,1834080,2004-05
Luke Jackson,1818720,2004-05
Jon Barry,1800000,2004-05
Rodney White,1797845,2004-05
Mickael Pietrus,1785960,2004-05
Jerome Moiso,1760000,2004-05
Melvin Ely,1742400,2004-05
Brendan Haywood,1735305,2004-05
Andris Biedrins,1727760,2004-05
Steven Hunter,1720046,2004-05
Cezary Trybanski,1700000,2004-05
Charlie Ward,1700000,2004-05
Jarron Collins,1700000,2004-05
Jumaine Jones,1687500,2004-05
Jake Voskuhl,1687500,2004-05
Andrei Kirilenko,1671694,2004-05
Gerald Wallace,1652453,2004-05
Erick Strickland,1650000,2004-05
Robert Swift,1641360,2004-05
Marcus Banks,1611840,2004-05
Ron Mercer,1600000,2004-05
Robert Traylor,1600000,2004-05
Scott Williams,1600000,2004-05
Lindsey Hunter,1600000,2004-05
Calbert Cheaney,1600000,2004-05
Tyronn Lue,1600000,2004-05
Wesley Person,1600000,2004-05
Maurice Williams,1600000,2004-05
Fred Hoiberg,1600000,2004-05
Chris Andersen,1600000,2004-05
Ibo Kutluay,1600000,2004-05
Darius Songaila,1600000,2004-05
Anthony Peeler,1600000,2004-05
Samuel Dalembert,1599549,2004-05
Fred Jones,1572480,2004-05
Sebastian Telfair,1559280,2004-05
Primoz Brezec,1554326,2004-05
Jamaal Tinsley,1554326,2004-05
Jay Williams,1550551,2004-05
Tony Parker,1545441,2004-05
Luke Ridnour,1531200,2004-05
Zach Randolph,1504272,2004-05
Jason Collier,1500000,2004-05
Joel Przybilla,1500000,2004-05
Bostjan Nachbar,1493880,2004-05
Kris Humphries,1481400,2004-05
Earl Watson,1458000,2004-05
Reece Gaines,1454640,2004-05
Mike Wilks,1440092,2004-05
Jiri Welsch,1419240,2004-05
Al Jefferson,1407240,2004-05
Jason Hart,1400000,2004-05
Eddie House,1388327,2004-05
Troy Bell,1381920,2004-05
Juan Dixon,1348200,2004-05
Walter McCarty,1337500,2004-05
Kirk Snyder,1336920,2004-05
Daniel Santiago,1320000,2004-05
Raja Bell,1320000,2004-05
Zarko Cabarkapa,1312800,2004-05
Kevin Willis,1300000,2004-05
Curtis Borchardt,1280880,2004-05
Nate Huffman,1280000,2004-05
Josh Smith,1270080,2004-05
David West,1247160,2004-05
Ryan Humphrey,1223160,2004-05
JR Smith,1206600,2004-05
Rasual Butler,1200000,2004-05
John Amaechi,1200000,2004-05
Aleksandar Pavlovic,1191000,2004-05
Kareem Rush,1174200,2004-05
Dorell Wright,1152240,2004-05
Dahntay Jones,1143360,2004-05
Qyntel Woods,1127280,2004-05
Jameer Nelson,1106160,2004-05
Kenny Anderson,1100000,2004-05
Steve Smith,1100000,2004-05
Avery Johnson,1100000,2004-05
Bryon Russell,1100000,2004-05
Stacey Augmon,1100000,2004-05
Vladimir Stepania,1100000,2004-05
Robert Horry,1100000,2004-05
Tony Massenburg,1100000,2004-05
Boris Diaw,1097640,2004-05
Casey Jacobsen,1082160,2004-05
Pavel Podkolzin,1061880,2004-05
Zoran Planinic,1053720,2004-05
Tayshaun Prince,1038960,2004-05
Viktor Khryapa,1019400,2004-05
Travis Outlaw,1011600,2004-05
Travis Best,1000000,2004-05
Raul Lopez,997320,2004-05
Samaki Walker,995046,2004-05
Brian Cook,971160,2004-05
Frank Williams,957480,2004-05
Delonte West,939480,2004-05
Nenad Krstic,939480,2004-05
Jacque Vaughn,932546,2004-05
Brevin Knight,932546,2004-05
Amal McCaskill,932546,2004-05
Darvin Ham,932546,2004-05
Rick Brunson,932546,2004-05
John Salmons,925680,2004-05
Kendall Gill,912195,2004-05
Tony Allen,901920,2004-05
Carlos Delfino,901920,2004-05
Ndudi Ebi,901440,2004-05
Brian Scalabrine,900000,2004-05
Maciej Lampe,900000,2004-05
Chris Jefferies,899040,2004-05
Dan Dickau,893400,2004-05
Reggie Evans,880000,2004-05
Kendrick Perkins,875400,2004-05
Kevin Martin,872040,2004-05
Adrian Griffin,870046,2004-05
Mark Pope,870046,2004-05
Mikki Moore,870046,2004-05
Bruno Sundov,870046,2004-05
Leandro Barbosa,870000,2004-05
Josh Howard,863640,2004-05
Sasha Vujacic,846840,2004-05
Michael Curry,845122,2004-05
Beno Udrih,841680,2004-05
David Harrison,835560,2004-05
Bobby Simmons,825000,2004-05
Scott Padgett,807546,2004-05
Zendon Hamilton,807546,2004-05
Anthony Carter,807546,2004-05
Milt Palacio,807546,2004-05
Ryan Bowen,807046,2004-05
Didier Ilunga-Mbenga,800000,2004-05
Anderson Varejao,788000,2004-05
Loren Woods,755000,2004-05
Mamadou N'diaye,750000,2004-05
Keith McLeod,750000,2004-05
Rodney Buford,745046,2004-05
DerMarr Johnson,745046,2004-05
Ansu Sesay,745046,2004-05
Keyon Dooling,745046,2004-05
Wang Zhizhi,745046,2004-05
Mark Madsen,745046,2004-05
Lee Nailon,745046,2004-05
Sean Marks,745046,2004-05
Laron Profit,745046,2004-05
Michael Ruffin,745046,2004-05
Marcus Fizer,735960,2004-05
Mateen Cleaves,735960,2004-05
Jabari Smith Sr,720046,2004-05
Eddie Gill,720046,2004-05
Tierre Brown,720046,2004-05
Jamison Brewer,720046,2004-05
Michael Bradley,720046,2004-05
Aleksandar Radojevic,720046,2004-05
Jamal Sampson,695046,2004-05
Tamar Slay,695046,2004-05
Jannero Pargo,695046,2004-05
Smush Parker,695046,2004-05
Dan Gadzuric,695046,2004-05
Eddie Griffin,695046,2004-05
Junior Harrington,695046,2004-05
Ronald Murray,695046,2004-05
Richie Frahm,695046,2004-05
Matt Barnes,695046,2004-05
Maurice Evans,695046,2004-05
Devin Brown,695046,2004-05
Jason Kapono,620046,2004-05
Keith Bogans,620046,2004-05
Theron Smith,620046,2004-05
Tommy Smith,620046,2004-05
Francisco Elson,620046,2004-05
Ronald Dupree,620046,2004-05
James Jones,620046,2004-05
Quinton Ross,620046,2004-05
Luke Walton,620046,2004-05
Jerome Beasley,620046,2004-05
Udonis Haslem,620046,2004-05
Zaza Pachulia,620046,2004-05
Alex Garcia,620046,2004-05
Brandon Hunter,620046,2004-05
Josh Davis,620046,2004-05
Kyle Korver,620046,2004-05
Willie Green,620046,2004-05
Linton Johnson,620046,2004-05
Steve Blake,620046,2004-05
Peter John Ramos,600000,2004-05
Lonny Baxter,542475,2004-05
Efthimios Rentzias,516865,2004-05
Kaniel Dickens,483938,2004-05
Lionel Chalmers,450000,2004-05
Donta Smith,425000,2004-05
Royal Ivey,425000,2004-05
Justin Reed,385277,2004-05
Bernard Robinson,385277,2004-05
Chris Duhon,385277,2004-05
Jared Reiner,385277,2004-05
Arthur Johnson,385277,2004-05
Horace Jenkins,385277,2004-05
Luis Flores,385277,2004-05
Andre Barrett,385277,2004-05
John Edwards,385277,2004-05
Andre Emmett,385277,2004-05
Antonio Burks,385277,2004-05
Trevor Ariza,385277,2004-05
Damien Wilkins,385277,2004-05
Mario Kasun,385277,2004-05
Jackson Vroman,385277,2004-05
Erik Daniels,385277,2004-05
Romain Sato,385277,2004-05
Matt Bonner,385277,2004-05
Pape Sow,385277,2004-05
Matt Freije,380579,2004-05
Corsley Edwards,319498,2004-05
Tony Bobbitt,305403,2004-05
Roger Mason,203428,2004-05
Jelani McCoy,167418,2004-05
Anthony Goldwire,116713,2004-05
Yuta Tabuse,108066,2004-05
Awvee Storey,84573,2004-05
Tremaine Fowlkes,79029,2004-05
Courtney Alexander,79029,2004-05
Geno Carlisle,65779,2004-05
Britton Johnsen,45369,2004-05
Anthony Miller,34118,2004-05
Kevin Garnett,28000000,2003-04
Shaquille O'Neal,24749999,2003-04
Dikembe Mutombo,17714291,2003-04
Rasheed Wallace,17000000,2003-04
Allan Houston,15937500,2003-04
Chris Webber,15937500,2003-04
Shawn Kemp,14941935,2003-04
Shareef Abdur-Rahim,13500000,2003-04
Vin Baker,13500000,2003-04
Zydrunas Ilgauskas,13500000,2003-04
Antoine Walker,13500000,2003-04
Kobe Bryant,13500000,2003-04
Latrell Sprewell,13500000,2003-04
Antonio McDyess,13500000,2003-04
Ray Allen,13500000,2003-04
Allen Iverson,13500000,2003-04
Anfernee Hardaway,13500000,2003-04
Stephon Marbury,13500000,2003-04
Michael Finley,13281250,2003-04
Keith Van Horn,13279750,2003-04
Grant Hill,13279750,2003-04
Tracy McGrady,13279750,2003-04
Jalen Rose,13279750,2003-04
Jason Kidd,13152000,2003-04
Jermaine O'Neal,13152000,2003-04
Antonio Davis,12925000,2003-04
Tim Duncan,12676125,2003-04
Damon Stoudamire,12375000,2003-04
Eddie Jones,12333750,2003-04
Brian Grant,12130648,2003-04
Vlade Divac,12051510,2003-04
Nick Van Exel,11956625,2003-04
Tim Thomas,11825000,2003-04
Tom Gugliotta,11670000,2003-04
Paul Pierce,11326219,2003-04
Antawn Jamison,11326219,2003-04
Dirk Nowitzki,11326219,2003-04
Vince Carter,11326219,2003-04
Terrell Brandon,11100000,2003-04
Steve Francis,10960000,2003-04
Elton Brand,10960000,2003-04
Baron Davis,10960000,2003-04
Shawn Marion,10960000,2003-04
Glenn Robinson,10730000,2003-04
Theo Ratliff,10156250,2003-04
Lamar Odom,9963596,2003-04
Mike Bibby,9500000,2003-04
Kerry Kittles,9266666,2003-04
Dale Davis,9061875,2003-04
Toni Kukoc,9056250,2003-04
Greg Ostertag,8666666,2003-04
Gilbert Arenas,8536000,2003-04
Jamal Mashburn,8525000,2003-04
Jason Terry,8333333,2003-04
Raef LaFrentz,8178750,2003-04
Andre Miller,8000000,2003-04
Wally Szczerbiak,8000000,2003-04
PJ Brown,8000000,2003-04
Glen Rice,7885000,2003-04
Erick Dampier,7842000,2003-04
Maurice Taylor,7800000,2003-04
Derek Anderson,7794000,2003-04
Wesley Person,7700000,2003-04
Alan Henderson,7682188,2003-04
Austin Croshere,7610000,2003-04
Kelvin Cato,7344000,2003-04
Marcus Camby,7250000,2003-04
Rashard Lewis,7012987,2003-04
Corey Maggette,7000000,2003-04
Bonzi Wells,7000000,2003-04
Brad Miller,7000000,2003-04
Jerry Stackhouse,6906250,2003-04
Doug Christie,6900000,2003-04
Ron Mercer,6750000,2003-04
Shandon Anderson,6700000,2003-04
Chris Mills,6600000,2003-04
Lorenzen Wright,6600000,2003-04
Bo Outlaw,6585000,2003-04
Richard Hamilton,6500000,2003-04
Hakeem Olajuwon,6326923,2003-04
Bob Sura,6266666,2003-04
Predrag Stojakovic,6250000,2003-04
Eddie Robinson,6204000,2003-04
Tariq Abdul-Wahad,6187500,2003-04
Jason Williams,6187500,2003-04
Michael Dickerson,6187500,2003-04
Charlie Ward,6030000,2003-04
Jerome Williams,5987500,2003-04
Howard Eisley,5843750,2003-04
Jonathan Bender,5800000,2003-04
Steve Nash,5750000,2003-04
Vitaly Potapenko,5715000,2003-04
Al Harrington,5692500,2003-04
Jason Caffey,5687500,2003-04
Jahidi White,5676091,2003-04
Christian Laettner,5625000,2003-04
Radoslav Nesterovic,5600000,2003-04
Eric Williams,5540000,2003-04
Ben Wallace,5500000,2003-04
Kenny Thomas,5500000,2003-04
Alvin Williams,5500000,2003-04
Metta World Peace,5473684,2003-04
Calvin Booth,5446800,2003-04
Avery Johnson,5445600,2003-04
Clarence Weatherspoon,5445600,2003-04
Joe Smith,5445600,2003-04
Todd MacCulloch,5445600,2003-04
Ruben Patterson,5445600,2003-04
Danny Fortson,5428602,2003-04
Brent Barry,5400000,2003-04
Cuttino Mobley,5394125,2003-04
Kurt Thomas,5394125,2003-04
Scot Pollard,5309563,2003-04
Kenyon Martin,5128689,2003-04
Sam Cassell,5062500,2003-04
Ricky Davis,5000600,2003-04
Chauncey Billups,5000600,2003-04
Jerome James,5000600,2003-04
Keon Clark,5000600,2003-04
Larry Hughes,5000600,2003-04
Nazr Mohammed,5000000,2003-04
Corliss Williamson,5000000,2003-04
Reggie Miller,5000000,2003-04
Aaron McKie,5000000,2003-04
Brevin Knight,5000000,2003-04
Alonzo Mourning,4917000,2003-04
Scottie Pippen,4917000,2003-04
Gary Payton,4917000,2003-04
James Posey,4917000,2003-04
Michael Olowokandi,4917000,2003-04
Juwan Howard,4917000,2003-04
Malik Rose,4916250,2003-04
Rick Fox,4734797,2003-04
Clifford Robinson,4700000,2003-04
Donyell Marshall,4605196,2003-04
Stromile Swift,4592418,2003-04
Devean George,4546000,2003-04
Eric Snow,4500000,2003-04
Robert Horry,4500000,2003-04
Lamond Murray,4500000,2003-04
Michael Stewart,4480000,2003-04
Ervin Johnson,4418156,2003-04
Travis Knight,4402500,2003-04
Tony Battie,4400000,2003-04
Adonal Foyle,4400000,2003-04
Anthony Mason,4348094,2003-04
Matt Harpring,4290000,2003-04
Kwame Brown,4252080,2003-04
Zeljko Rebraca,4200000,2003-04
Yao Ming,4147560,2003-04
Darius Miles,4130701,2003-04
LeBron James,4018920,2003-04
Elden Campbell,4000000,2003-04
Jeff Foster,4000000,2003-04
Derrick Coleman,4000000,2003-04
David Wesley,3960000,2003-04
Chucky Atkins,3900000,2003-04
Marc Jackson,3900000,2003-04
Tyson Chandler,3804360,2003-04
Marcus Fizer,3726994,2003-04
Jay Williams,3710880,2003-04
Bruce Bowen,3650000,2003-04
Lawrence Funderburke,3600000,2003-04
Darko Milicic,3595800,2003-04
Shawn Bradley,3500000,2003-04
Moochie Norris,3500000,2003-04
Eduardo Najera,3428572,2003-04
Mike Miller,3380457,2003-04
Mike Dunleavy,3332520,2003-04
Jeff McInnis,3300000,2003-04
Carmelo Anthony,3229200,2003-04
Eddy Curry,3080160,2003-04
Rodney Rogers,3075600,2003-04
Evan Eschmeyer,3017266,2003-04
Matt Maloney,3006260,2003-04
Drew Gooden,3004560,2003-04
Chris Crawford,3000000,2003-04
Jon Barry,3000000,2003-04
Lindsey Hunter,3000000,2003-04
Speedy Claxton,3000000,2003-04
Derek Fisher,3000000,2003-04
Michael Redd,3000000,2003-04
Eric Montross,2960000,2003-04
Hubert Davis,2956250,2003-04
Aaron Williams,2925000,2003-04
Tony Delk,2925000,2003-04
Othella Harrington,2925000,2003-04
Bobby Jackson,2925000,2003-04
Chris Bosh,2911320,2003-04
Chris Mihm,2809494,2003-04
George Lynch,2800000,2003-04
Michael Curry,2800000,2003-04
Jason Richardson,2789280,2003-04
Nikoloz Tskitishvili,2720760,2003-04
Pat Garrity,2643750,2003-04
Greg Buckner,2640000,2003-04
Dwyane Wade,2636400,2003-04
Wang Zhizhi,2620943,2003-04
Pau Gasol,2618395,2003-04
John Amaechi,2610000,2003-04
Jamal Crawford,2577937,2003-04
Shane Battier,2533440,2003-04
Lucious Harris,2500000,2003-04
Earl Boykins,2500000,2003-04
Eric Piatkowski,2500000,2003-04
Predrag Drobnjak,2500000,2003-04
Andrew DeClercq,2500000,2003-04
Darrell Armstrong,2475000,2003-04
Dajuan Wagner,2471280,2003-04
Ira Newble,2458500,2003-04
Kevin Ollie,2458500,2003-04
Stacey Augmon,2400000,2003-04
Chris Kaman,2394600,2003-04
Joel Przybilla,2373309,2003-04
Eddie Griffin,2312760,2003-04
Cory Alexander,2302778,2003-04
Keyon Dooling,2256444,2003-04
Etan Thomas,2200942,2003-04
Jim Jackson,2200000,2003-04
Antonio Daniels,2200000,2003-04
Kirk Hinrich,2185920,2003-04
